Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force per revolution [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [°]	Total left angle to force peak [°]	Right angle to force peak [°]	Total right angle to force peak [°]
11	0:00:00.84	0:00:09.67	11	71	71	68	1	37.02019	35.84099	8.64	96.27	173	173	171	157	158	251	151	27	26	01:37.24	01:40.38	200	200	184	1	1	212	2.3	168	1.8	53	52	47	48	00:00.22	00:00.22	00:00.24	00:00.23	94	92	103	96
12	0:00:00.84	0:00:10.51	12	71	71	69	1	36.75775	35.91426	8.58	104.85	170	173	171	154	158	256	151	26	26	01:37.93	01:40.18	196	200	185	1	1	209	2.5	165	1.9	53	52	47	48	00:00.22	00:00.22	00:00.21	00:00.23	97	93	88	95
13	0:00:00.83	0:00:11.34	13	72	72	69	1	37.00696	35.99424	8.53	113.38	169	173	171	155	158	256	152	26	26	01:37.27	01:39.95	200	200	186	1	1	209	2.7	166	2.1	49	52	51	48	00:00.21	00:00.22	00:00.23	00:00.23	92	93	99	96
14	0:00:00.84	0:00:12.18	14	71	72	69	1	35.82963	35.98289	8.36	121.74	169	173	171	144	158	243	151	24	26	01:40.47	01:39.99	183	200	186	1	1	198	2.9	154	2.3	53	52	47	48	00:00.21	00:00.22	00:00.24	00:00.23	90	93	103	96
15	0:00:00.88	0:00:13.06	15	68	72	69	1	34.05217	35.85279	8.32	130.07	167	173	170	132	158	217	150	22	25	01:45.72	01:40.34	160	200	184	1	1	188	3.1	140	2.4	50	52	50	48	00:00.20	00:00.22	00:00.26	00:00.23	84	92	104	97
16	0:00:00.88	0:00:13.94	16	68	72	69	1	36.37931	35.88603	8.89	138.96	167	173	170	157	158	259	150	27	26	01:38.95	01:40.25	191	200	184	1	1	214	3.3	168	2.6	50	52	50	48	00:00.20	00:00.21	00:00.22	00:00.23	82	91	90	96
17	0:00:00.86	0:00:14.80	17	70	72	69	1	35.94979	35.88974	8.59	147.55	168	173	170	149	158	259	150	25	26	01:40.13	01:40.24	185	200	184	1	1	204	3.5	159	2.7	52	52	48	48	00:00.21	00:00.21	00:00.23	00:00.23	88	91	96	96
18	0:00:00.88	0:00:15.68	18	68	72	69	1	34.56966	35.81565	8.45	156.00	168	173	170	137	158	249	149	23	25	01:44.13	01:40.45	166	200	183	1	1	193	3.7	146	2.9	54	52	46	48	00:00.22	00:00.21	00:00.24	00:00.23	92	91	96	96
19	0:00:00.89	0:00:16.57	19	67	72	69	1	35.81943	35.81585	8.86	164.85	168	173	170	153	158	250	150	26	25	01:40.50	01:40.45	183	200	183	1	1	210	3.9	163	3.0	48	52	52	48	00:00.24	00:00.22	00:00.25	00:00.23	98	92	100	96
20	0:00:00.87	0:00:17.44	20	69	72	69	1	35.85764	35.81794	8.67	173.52	166	173	170	150	158	252	150	25	25	01:40.39	01:40.45	184	200	183	1	1	205	4.1	160	3.2	51	52	49	48	00:00.23	00:00.22	00:00.25	00:00.23	96	92	102	97
21	0:00:00.86	0:00:18.30	21	70	72	69	1	36.89126	35.86838	8.81	182.33	164	173	169	160	160	245	150	27	26	01:37.58	01:40.30	198	200	184	1	1	215	4.3	170	3.4	49	51	51	49	00:00.22	00:00.22	00:00.25	00:00.23	92	92	105	97
22	0:00:00.84	0:00:19.14	22	71	72	69	1	36.78475	35.90860	8.58	190.91	166	173	169	155	160	260	150	26	26	01:37.86	01:40.19	197	200	185	1	1	209	4.5	165	3.5	52	51	48	49	00:00.22	00:00.22	00:00.21	00:00.23	94	92	90	97
23	0:00:00.85	0:00:19.99	23	71	72	69	1	36.33245	35.92662	8.58	199.49	164	173	169	151	160	252	150	26	26	01:39.08	01:40.14	190	200	185	1	1	206	4.7	162	3.7	50	51	50	49	00:00.23	00:00.22	00:00.23	00:00.23	99	92	96	97
24	0:00:00.84	0:00:20.83	24	71	72	69	1	36.58493	35.95317	8.54	208.03	164	173	169	152	160	247	150	26	26	01:38.40	01:40.07	194	200	185	1	1	207	4.9	163	3.9	51	51	49	49	00:00.21	00:00.22	00:00.21	00:00.23	90	92	90	96
25	0:00:00.84	0:00:21.67	25	71	72	69	1	37.47340	36.01210	8.74	216.77	165	173	169	163	163	252	151	28	26	01:36.06	01:39.90	207	207	186	1	1	217	5.2	174	4.0	52	51	48	49	00:00.19	00:00.21	00:00.23	00:00.23	81	92	99	97
26	0:00:00.81	0:00:22.48	26	74	74	69	1	38.37473	36.09723	8.63	225.41	165	173	168	167	167	260	151	28	26	01:33.81	01:39.66	221	221	187	1	1	220	5.4	179	4.2	50	51	50	49	00:00.23	00:00.21	00:00.23	00:00.23	103	92	101	97
27	0:00:00.81	0:00:23.29	27	74	74	70	1	37.38342	36.14196	8.41	233.82	163	173	168	156	167	260	152	26	26	01:36.29	01:39.53	205	221	188	1	1	208	5.6	166	4.4	52	51	48	49	00:00.23	00:00.22	00:00.22	00:00.23	103	92	97	97
28	0:00:00.82	0:00:24.11	28	73	74	70	1	37.07661	36.17375	8.45	242.26	163	173	168	154	167	249	152	26	26	01:37.09	01:39.45	201	221	188	1	1	207	5.8	165	4.5	51	51	49	49	00:00.22	00:00.22	00:00.22	00:00.23	97	93	97	97
29	0:00:00.82	0:00:24.93	29	73	74	70	1	37.24285	36.20891	8.48	250.75	164	173	168	156	167	255	152	27	26	01:36.66	01:39.35	203	221	189	1	1	209	6.0	167	4.7	51	51	49	49	00:00.21	00:00.21	00:00.21	00:00.23	95	93	90	96
30	0:00:00.82	0:00:25.75	30	73	74	70	1	37.52171	36.25072	8.55	259.29	164	173	168	159	167	254	152	27	26	01:35.94	01:39.24	208	221	189	1	1	212	6.2	170	4.9	50	51	50	49	00:00.22	00:00.21	00:00.23	00:00.23	97	93	101	97
31	0:00:00.81	0:00:26.56	31	74	74	70	1	37.74852	36.29640	8.49	267.79	163	173	168	160	167	259	152	27	26	01:35.36	01:39.11	211	221	190	1	1	212	6.4	171	5.0	53	51	47	49	00:00.22	00:00.21	00:00.22	00:00.23	99	93	97	97
32	0:00:00.81	0:00:27.37	32	74	74	70	1	37.86931	36.34294	8.52	276.31	163	173	167	161	167	269	153	27	26	01:35.06	01:38.98	213	221	191	1	1	214	6.6	172	5.2	52	51	48	49	00:00.20	00:00.21	00:00.21	00:00.23	90	93	92	96
33	0:00:00.81	0:00:28.18	33	74	74	70	1	37.74054	36.38312	8.49	284.80	167	173	167	160	167	263	153	27	26	01:35.38	01:38.87	211	221	191	1	1	212	6.9	171	5.4	52	51	48	49	00:00.21	00:00.21	00:00.22	00:00.23	95	93	97	96
34	0:00:00.81	0:00:28.99	34	74	74	70	1	37.57113	36.41631	8.45	293.25	163	173	167	158	167	255	153	27	26	01:35.81	01:38.78	208	221	192	1	1	210	7.1	169	5.6	51	51	49	49	00:00.21	00:00.21	00:00.23	00:00.23	95	93	101	97
35	0:00:00.80	0:00:29.79	35	75	75	70	1	38.76906	36.47949	8.62	301.87	163	173	167	170	170	268	153	29	26	01:32.85	01:38.60	227	227	193	1	1	222	7.3	181	5.7	50	51	50	49	00:00.21	00:00.21	00:00.20	00:00.22	95	93	90	96
36	0:00:00.79	0:00:30.58	36	76	76	71	1	38.34378	36.52765	8.41	310.28	161	173	167	163	170	267	154	28	26	01:33.88	01:38.47	220	227	193	1	1	214	7.5	174	5.9	51	51	49	49	00:00.20	00:00.21	00:00.21	00:00.22	92	93	95	96
37	0:00:00.80	0:00:31.38	37	75	76	71	1	37.71196	36.55785	8.38	318.66	161	173	167	158	170	257	154	27	26	01:35.46	01:38.39	210	227	194	1	1	209	7.7	168	6.1	51	51	49	49	00:00.21	00:00.21	00:00.22	00:00.22	97	93	97	96
38	0:00:00.79	0:00:32.17	38	76	76	71	1	39.09286	36.62010	8.58	327.24	160	173	167	172	172	258	154	29	26	01:32.08	01:38.21	232	232	195	1	1	223	7.9	183	6.3	48	51	52	49	00:00.19	00:00.21	00:00.21	00:00.22	88	93	95	96
39	0:00:00.78	0:00:32.95	39	77	77	71	1	38.50450	36.66471	8.34	335.58	160	173	166	163	172	260	154	28	26	01:33.49	01:38.09	223	232	195	1	1	213	8.2	174	6.4	52	51	48	49	00:00.20	00:00.21	00:00.22	00:00.22	92	93	102	96
40	0:00:00.78	0:00:33.73	40	77	77	71	1	38.73816	36.71266	8.39	343.98	163	173	166	165	172	260	155	28	26	01:32.93	01:37.96	226	232	196	1	1	216	8.4	176	6.6	52	51	48	49	00:00.21	00:00.21	00:00.21	00:00.22	97	93	97	96
41	0:00:00.79	0:00:34.52	41	76	77	71	1	38.48207	36.75315	8.44	352.42	163	173	166	164	172	265	155	28	26	01:33.55	01:37.85	222	232	197	1	1	216	8.6	176	6.8	51	51	49	49	00:00.20	00:00.21	00:00.21	00:00.22	92	93	95	96
42	0:00:00.77	0:00:35.29	42	78	78	71	1	39.16215	36.80571	8.38	360.80	164	173	166	168	172	273	155	29	26	01:31.92	01:37.70	233	233	198	1	1	218	8.8	179	7.0	52	51	48	49	00:00.20	00:00.21	00:00.21	00:00.22	95	93	97	96
43	0:00:00.78	0:00:36.07	43	77	78	72	1	38.88023	36.85057	8.42	369.22	160	173	166	167	172	268	155	28	26	01:32.59	01:37.58	229	233	198	1	1	218	9.0	178	7.2	51	51	49	49	00:00.21	00:00.21	00:00.22	00:00.22	97	93	102	97
44	0:00:00.78	0:00:36.85	44	77	78	72	1	37.85089	36.87175	8.20	377.42	161	173	166	155	172	261	155	26	26	01:35.11	01:37.53	213	233	199	1	1	206	9.2	166	7.3	54	51	46	49	00:00.20	00:00.21	00:00.20	00:00.22	95	93	90	96
45	0:00:00.80	0:00:37.65	45	75	78	72	1	37.72300	36.88983	8.38	385.81	159	173	166	158	172	257	155	27	26	01:35.43	01:37.48	211	233	199	1	1	209	9.4	168	7.5	51	51	49	49	00:00.21	00:00.21	00:00.22	00:00.22	97	93	97	96
46	0:00:00.80	0:00:38.45	46	75	78	72	1	38.19625	36.91702	8.49	394.29	161	173	166	163	172	269	156	28	26	01:34.25	01:37.41	218	233	199	1	1	215	9.7	174	7.7	49	51	51	49	00:00.23	00:00.21	00:00.22	00:00.22	103	93	99	96
47	0:00:00.80	0:00:39.25	47	75	78	72	1	37.32322	36.92530	8.29	402.59	160	173	166	153	172	246	156	26	26	01:36.45	01:37.39	205	233	199	1	1	205	9.9	164	7.8	50	51	50	49	00:00.20	00:00.21	00:00.22	00:00.22	92	93	97	96
48	0:00:00.83	0:00:40.08	48	72	78	72	1	35.91697	36.90441	8.28	410.87	156	173	165	143	172	237	155	24	26	01:40.23	01:37.44	184	233	199	1	1	197	10.1	153	8.0	50	51	50	49	00:00.21	00:00.21	00:00.23	00:00.22	92	93	99	96
49	0:00:00.86	0:00:40.94	49	70	78	72	1	35.33207	36.87138	8.44	419.31	155	173	165	142	172	234	155	24	26	01:41.89	01:37.53	176	233	199	1	1	197	10.2	152	8.1	50	51	50	49	00:00.23	00:00.21	00:00.25	00:00.22	99	94	102	97
50	0:00:00.88	0:00:41.82	50	68	78	72	1	34.43543	36.82013	8.42	427.73	158	173	165	136	172	232	155	23	26	01:44.54	01:37.66	165	233	198	1	1	192	10.4	145	8.3	50	51	50	49	00:00.21	00:00.21	00:00.26	00:00.22	88	93	104	97
51	0:00:00.89	0:00:42.71	51	67	78	72	1	35.52252	36.79309	8.78	436.51	156	173	165	149	172	247	154	25	26	01:41.34	01:37.73	179	233	197	1	1	206	10.6	159	8.4	52	51	48	49	00:00.24	00:00.21	00:00.24	00:00.22	98	94	96	97
52	0:00:00.89	0:00:43.60	52	67	78	72	1	35.35704	36.76377	8.74	445.25	157	173	165	147	172	245	154	25	26	01:41.81	01:37.81	177	233	197	1	1	204	10.9	157	8.6	50	51	50	49	00:00.22	00:00.21	00:00.24	00:00.22	90	93	96	97
53	0:00:00.87	0:00:44.47	53	69	78	72	1	36.52952	36.75919	8.83	454.08	157	173	164	157	172	257	154	27	26	01:38.55	01:37.82	193	233	197	1	1	213	11.1	168	8.8	51	51	49	49	00:00.23	00:00.21	00:00.25	00:00.22	96	94	102	97
54	0:00:00.85	0:00:45.32	54	71	78	71	1	37.00238	36.76375	8.74	462.81	157	173	164	159	172	249	154	27	26	01:37.29	01:37.81	200	233	197	1	1	214	11.3	170	8.9	50	51	50	49	00:00.23	00:00.21	00:00.22	00:00.22	99	94	92	97
55	0:00:00.87	0:00:46.19	55	69	78	71	1	35.20831	36.73445	8.51	471.32	157	173	164	142	172	244	154	24	26	01:42.24	01:37.89	175	233	197	1	1	198	11.5	152	9.1	47	51	53	49	00:00.22	00:00.21	00:00.23	00:00.22	92	94	94	97
56	0:00:00.86	0:00:47.05	56	70	78	71	1	36.52837	36.73069	8.73	480.05	154	173	164	155	172	257	154	26	26	01:38.55	01:37.90	193	233	196	1	1	211	11.7	166	9.2	50	51	50	49	00:00.23	00:00.21	00:00.23	00:00.22	99	94	94	97
57	0:00:00.85	0:00:47.90	57	71	78	71	1	36.42224	36.72521	8.60	488.65	155	173	164	152	172	252	154	26	26	01:38.84	01:37.92	192	233	196	1	1	207	11.9	163	9.4	51	51	49	49	00:00.22	00:00.21	00:00.23	00:00.22	94	94	96	97
58	0:00:00.86	0:00:48.76	58	70	78	71	1	36.17044	36.71543	8.64	497.29	155	173	164	151	172	252	154	26	26	01:39.52	01:37.95	188	233	196	1	1	207	12.1	162	9.6	50	51	50	49	00:00.21	00:00.21	00:00.24	00:00.22	90	94	98	97
59	0:00:00.85	0:00:49.61	59	71	78	71	1	36.73560	36.71577	8.67	505.96	152	173	163	156	172	250	154	27	26	01:37.99	01:37.95	196	233	196	1	1	211	12.3	167	9.7	51	51	49	49	00:00.22	00:00.21	00:00.25	00:00.22	94	94	105	97
60	0:00:00.85	0:00:50.46	60	71	78	71	1	36.28259	36.70848	8.57	514.53	155	173	163	151	172	242	154	26	26	01:39.22	01:37.97	190	233	196	1	1	205	12.5	161	9.9	49	51	51	49	00:00.24	00:00.21	00:00.23	00:00.22	103	94	96	97
61	0:00:00.85	0:00:51.31	61	71	78	71	1	36.04068	36.69741	8.51	523.04	155	173	163	148	172	251	154	25	26	01:39.88	01:38.00	186	233	196	1	1	203	12.7	158	10.1	52	51	48	49	00:00.21	00:00.21	00:00.23	00:00.22	90	94	96	97
62	0:00:00.89	0:00:52.20	62	67	78	71	1	34.56614	36.66108	8.55	531.59	154	173	163	139	172	237	154	24	26	01:44.14	01:38.09	166	233	195	1	1	195	12.9	148	10.2	46	51	54	49	00:00.22	00:00.21	00:00.24	00:00.22	90	94	96	97
63	0:00:00.87	0:00:53.07	63	69	78	71	1	36.38840	36.65661	8.79	540.38	155	173	163	156	172	235	154	26	26	01:38.93	01:38.11	191	233	195	1	1	212	13.1	166	10.4	49	51	51	49	00:00.27	00:00.21	00:00.24	00:00.22	113	94	98	97
64	0:00:00.86	0:00:53.93	64	70	78	71	1	36.32214	36.65127	8.68	549.06	155	173	163	153	172	246	154	26	26	01:39.11	01:38.12	190	233	195	1	1	208	13.3	163	10.5	52	51	48	49	00:00.22	00:00.21	00:00.23	00:00.22	92	94	96	97
65	0:00:00.87	0:00:54.80	65	69	78	71	1	35.85331	36.63860	8.66	557.72	153	173	163	149	172	247	154	25	26	01:40.40	01:38.16	184	233	195	1	1	205	13.5	160	10.7	49	51	51	49	00:00.22	00:00.21	00:00.24	00:00.22	92	94	98	97
66	0:00:00.86	0:00:55.66	66	70	78	71	1	36.17635	36.63146	8.64	566.36	156	173	162	151	172	257	154	26	26	01:39.51	01:38.18	188	233	195	1	1	207	13.7	162	10.9	52	51	48	49	00:00.22	00:00.21	00:00.24	00:00.22	94	94	98	97
67	0:00:00.87	0:00:56.53	67	69	78	71	1	35.18444	36.60919	8.50	574.87	150	173	162	142	172	225	154	24	26	01:42.31	01:38.24	174	233	195	1	1	198	13.9	152	11.0	51	51	49	49	00:00.23	00:00.21	00:00.22	00:00.22	96	94	90	97
68	0:00:00.88	0:00:57.41	68	68	78	71	1	35.85733	36.59767	8.77	583.63	154	173	162	151	172	250	153	26	26	01:40.39	01:38.27	184	233	195	1	1	208	14.2	162	11.2	52	51	48	49	00:00.22	00:00.21	00:00.23	00:00.22	90	94	94	97
69	0:00:00.87	0:00:58.28	69	69	78	71	1	35.56167	36.58220	8.59	592.23	153	173	162	146	172	251	153	25	26	01:41.23	01:38.31	180	233	194	1	1	202	14.4	156	11.3	53	51	47	49	00:00.23	00:00.21	00:00.25	00:00.22	96	94	102	97
70	0:00:00.88	0:00:59.16	70	68	78	71	1	35.16713	36.56115	8.60	600.82	151	173	162	143	172	249	153	24	26	01:42.36	01:38.36	174	233	194	1	1	200	14.6	153	11.5	55	51	45	49	00:00.23	00:00.21	00:00.20	00:00.22	94	94	82	97
71	0:00:00.88	0:01:00.04	71	68	78	71	1	35.64988	36.54780	8.71	609.54	153	173	162	149	172	252	153	25	26	01:40.98	01:38.40	181	233	194	1	1	205	14.8	159	11.6	57	51	43	49	00:00.26	00:00.21	00:00.20	00:00.22	106	94	82	96
72	0:00:00.88	0:01:00.92	72	68	78	71	1	35.98147	36.53962	8.80	618.33	149	173	162	153	172	260	153	26	26	01:40.05	01:38.42	185	233	194	1	1	209	15.0	163	11.8	52	51	48	49	00:00.25	00:00.21	00:00.24	00:00.22	102	94	98	96
73	0:00:00.87	0:01:01.79	73	69	78	71	1	36.37192	36.53726	8.79	627.12	150	173	161	155	172	252	153	26	26	01:38.97	01:38.43	191	233	194	1	1	211	15.2	166	12.0	53	51	47	49	00:00.26	00:00.21	00:00.27	00:00.22	109	94	110	97
74	0:00:00.87	0:01:02.66	74	69	78	71	1	35.55707	36.52365	8.59	635.71	147	173	161	146	172	232	153	25	26	01:41.24	01:38.47	179	233	193	1	1	202	15.4	156	12.1	50	51	50	49	00:00.22	00:00.21	00:00.24	00:00.22	92	94	98	97
75	0:00:00.87	0:01:03.53	75	69	78	71	1	36.76515	36.52695	8.88	644.60	150	173	161	160	172	256	153	27	26	01:37.91	01:38.46	196	233	193	1	1	216	15.6	171	12.3	49	51	51	49	00:00.22	00:00.21	00:00.24	00:00.22	92	94	98	97
76	0:00:00.85	0:01:04.37	76	71	78	71	1	36.72660	36.52959	8.67	653.27	151	173	161	156	172	245	153	26	26	01:38.02	01:38.46	196	233	194	1	1	211	15.8	166	12.5	48	51	52	49	00:00.18	00:00.21	00:00.25	00:00.22	77	94	105	97
77	0:00:00.84	0:01:05.22	77	71	78	71	1	36.90959	36.53448	8.61	661.88	151	173	161	156	172	243	153	27	26	01:37.53	01:38.44	199	233	194	1	1	210	16.0	167	12.6	49	51	51	49	00:00.21	00:00.21	00:00.23	00:00.22	90	94	99	97
78	0:00:00.85	0:01:06.07	78	71	78	71	1	35.32102	36.51887	8.34	670.22	148	173	161	140	172	236	153	24	26	01:41.92	01:38.49	176	233	193	1	1	195	16.2	150	12.8	54	51	46	49	00:00.23	00:00.21	00:00.22	00:00.22	99	94	92	97
79	0:00:00.86	0:01:06.93	79	70	78	71	1	37.01154	36.52520	8.84	679.06	150	173	160	161	172	277	153	27	26	01:37.26	01:38.47	200	233	193	1	1	217	16.4	172	12.9	55	51	45	49	00:00.27	00:00.22	00:00.23	00:00.22	113	94	96	97
80	0:00:00.86	0:01:07.79	80	70	78	71	1	35.05273	36.50652	8.37	687.44	148	173	160	139	172	224	153	24	26	01:42.70	01:38.52	173	233	193	1	1	194	16.6	148	13.1	52	51	48	49	00:00.21	00:00.21	00:00.24	00:00.22	90	94	98	97
81	0:00:00.88	0:01:08.67	81	68	78	71	1	36.20582	36.50267	8.85	696.29	154	173	160	155	172	251	153	26	26	01:39.43	01:38.53	188	233	193	1	1	212	16.8	166	13.3	50	51	50	49	00:00.20	00:00.21	00:00.24	00:00.23	82	94	98	97
82	0:00:00.87	0:01:09.54	82	69	78	71	1	35.49824	36.49010	8.58	704.87	148	173	160	146	172	248	153	25	26	01:41.41	01:38.56	179	233	193	1	1	201	17.0	155	13.4	52	51	48	49	00:00.22	00:00.21	00:00.25	00:00.23	92	94	102	97
83	0:00:00.86	0:01:10.40	83	70	78	71	1	37.20882	36.49888	8.89	713.76	148	173	160	163	172	249	153	28	26	01:36.75	01:38.54	203	233	193	1	1	219	17.3	174	13.6	49	51	51	49	00:00.23	00:00.21	00:00.23	00:00.23	96	94	96	97
84	0:00:00.85	0:01:11.25	84	71	78	71	1	36.20559	36.49538	8.55	722.30	151	173	160	150	172	236	153	25	26	01:39.43	01:38.55	188	233	193	1	1	205	17.5	160	13.8	51	51	49	49	00:00.23	00:00.21	00:00.23	00:00.23	99	94	96	97
85	0:00:00.88	0:01:12.13	85	68	78	71	1	34.87806	36.47565	8.53	730.83	147	173	160	140	172	239	153	24	26	01:43.21	01:38.60	170	233	193	1	1	197	17.7	150	13.9	49	51	51	49	00:00.23	00:00.22	00:00.26	00:00.23	96	94	104	97
86	0:00:00.87	0:01:13.00	86	69	78	71	1	36.22867	36.47271	8.76	739.59	145	173	159	154	172	252	153	26	26	01:39.36	01:38.61	189	233	193	1	1	210	17.9	164	14.1	50	51	50	49	00:00.22	00:00.22	00:00.24	00:00.23	92	94	98	97
87	0:00:00.86	0:01:13.86	87	70	78	71	1	36.94543	36.47821	8.83	748.41	150	173	159	160	172	257	153	27	26	01:37.44	01:38.60	199	233	193	1	1	216	18.1	171	14.2	51	51	49	49	00:00.23	00:00.22	00:00.23	00:00.23	96	94	96	97
88	0:00:00.84	0:01:14.70	88	71	78	71	1	36.67233	36.48040	8.56	756.97	147	173	159	153	172	246	153	26	26	01:38.16	01:38.59	195	233	193	1	1	208	18.3	164	14.4	52	51	48	49	00:00.22	00:00.22	00:00.21	00:00.23	94	94	90	97
89	0:00:00.85	0:01:15.55	89	71	78	71	1	36.78395	36.48381	8.69	765.65	147	173	159	157	172	244	153	27	26	01:37.86	01:38.59	197	233	193	1	1	211	18.5	167	14.6	50	51	50	49	00:00.23	00:00.22	00:00.23	00:00.23	99	94	96	97
90	0:00:00.84	0:01:16.39	90	71	78	71	1	37.42506	36.49416	8.73	774.39	149	173	159	162	172	247	153	28	26	01:36.19	01:38.56	206	233	193	1	1	216	18.7	173	14.7	48	51	52	49	00:00.21	00:00.22	00:00.22	00:00.23	90	94	94	97
91	0:00:00.83	0:01:17.22	91	72	78	71	1	36.60652	36.49537	8.44	782.83	145	173	159	151	172	250	153	26	26	01:38.34	01:38.56	194	233	193	1	1	204	18.9	161	14.9	51	51	49	49	00:00.22	00:00.22	00:00.23	00:00.23	97	94	99	97
92	0:00:00.84	0:01:18.06	92	71	78	71	1	37.05159	36.50135	8.65	791.47	148	173	159	158	172	260	153	27	26	01:37.16	01:38.54	201	233	193	1	1	212	19.1	168	15.1	51	51	49	49	00:00.21	00:00.22	00:00.22	00:00.23	90	94	94	97
93	0:00:00.83	0:01:18.89	93	72	78	71	1	37.42586	36.51108	8.63	800.10	148	173	158	160	172	262	153	27	26	01:36.19	01:38.51	206	233	193	1	1	214	19.3	171	15.2	51	51	49	49	00:00.20	00:00.21	00:00.22	00:00.23	88	94	94	97
94	0:00:00.83	0:01:19.72	94	72	78	71	1	36.72419	36.51330	8.47	808.57	146	173	158	152	172	245	153	26	26	01:38.02	01:38.51	196	233	193	1	1	206	19.6	163	15.4	49	51	51	49	00:00.22	00:00.21	00:00.23	00:00.23	97	94	99	97
