Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force per revolution [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [°]	Total left angle to force peak [°]	Right angle to force peak [°]	Total right angle to force peak [°]
11	0:00:01.04	0:00:12.69	11	58	58	52	1	31.28580	29.55768	9.04	104.19	157	164	159	124	131	228	118	21	20	01:55.06	02:01.46	127	136	110	1	1	189	2.1	132	1.4	49	48	51	52	00:00.23	00:00.26	00:00.27	00:00.29	81	83	92	93
12	0:00:01.02	0:00:13.71	12	59	59	53	1	32.41179	29.77003	9.18	113.37	153	164	159	133	133	247	119	23	20	01:51.07	02:00.56	140	140	112	1	1	198	2.3	142	1.5	48	48	52	52	00:00.25	00:00.26	00:00.23	00:00.29	88	84	81	92
13	0:00:01.00	0:00:14.71	13	60	60	53	1	32.39611	29.94855	9.00	122.37	159	164	159	131	133	240	120	22	20	01:51.12	01:59.82	139	140	114	1	1	194	2.5	139	1.7	48	48	52	52	00:00.22	00:00.26	00:00.26	00:00.28	81	84	92	92
14	0:00:00.98	0:00:15.69	14	61	61	54	1	32.92624	30.13454	8.96	131.34	156	164	158	134	134	246	121	23	21	01:49.33	01:59.05	146	146	116	1	1	196	2.7	143	1.8	48	48	52	52	00:00.22	00:00.26	00:00.25	00:00.28	81	83	92	92
15	0:00:00.97	0:00:16.66	15	62	62	54	1	32.90465	30.29582	8.87	140.20	155	164	158	132	134	236	121	22	21	01:49.40	01:58.40	145	146	117	1	1	194	2.9	141	2.0	49	48	51	52	00:00.22	00:00.25	00:00.25	00:00.28	83	83	92	92
16	0:00:00.98	0:00:17.64	16	61	62	54	1	32.64781	30.42649	8.89	149.09	159	164	158	131	134	245	122	22	21	01:50.26	01:57.88	142	146	119	1	1	193	3.1	140	2.1	48	48	52	52	00:00.23	00:00.25	00:00.26	00:00.28	84	83	96	92
17	0:00:00.96	0:00:18.60	17	63	63	55	1	33.45937	30.58302	8.92	158.01	152	164	158	137	137	247	123	23	21	01:47.59	01:57.26	152	152	121	1	1	198	3.3	146	2.2	49	48	51	52	00:00.22	00:00.25	00:00.24	00:00.28	83	83	90	92
18	0:00:00.95	0:00:19.55	18	63	63	55	1	33.10124	30.70539	8.74	166.75	153	164	158	131	137	243	123	22	21	01:48.75	01:56.79	148	152	122	1	1	192	3.5	140	2.4	50	48	50	52	00:00.21	00:00.25	00:00.24	00:00.27	80	83	90	92
19	0:00:00.97	0:00:20.52	19	62	63	56	1	32.83108	30.80588	8.85	175.59	153	164	157	131	137	252	123	22	21	01:49.65	01:56.41	145	152	123	1	1	193	3.7	140	2.5	46	48	54	52	00:00.24	00:00.25	00:00.27	00:00.27	90	84	99	92
20	0:00:00.95	0:00:21.47	20	63	63	56	1	33.78310	30.93761	8.91	184.51	158	164	157	139	139	244	124	24	21	01:46.56	01:55.90	156	156	124	1	1	199	3.9	148	2.7	51	48	49	52	00:00.24	00:00.25	00:00.24	00:00.27	92	84	90	92
21	0:00:00.94	0:00:22.41	21	64	64	56	1	34.10458	31.07045	8.91	193.41	154	164	157	141	141	257	125	24	21	01:45.55	01:55.39	160	160	126	1	1	201	4.1	151	2.8	48	48	52	52	00:00.21	00:00.24	00:00.24	00:00.27	80	84	92	92
22	0:00:00.93	0:00:23.34	22	65	65	57	1	33.50739	31.16755	8.66	202.07	152	164	157	133	141	243	125	23	21	01:47.43	01:55.03	153	160	127	1	1	192	4.3	142	3.0	50	48	50	52	00:00.23	00:00.24	00:00.25	00:00.27	90	84	96	92
23	0:00:00.94	0:00:24.28	23	64	65	57	1	33.45235	31.25601	8.73	210.80	155	164	157	134	141	248	125	23	21	01:47.61	01:54.70	152	160	128	1	1	194	4.4	143	3.1	49	48	51	52	00:00.23	00:00.24	00:00.26	00:00.27	90	84	98	93
24	0:00:00.94	0:00:25.22	24	64	65	57	1	33.84279	31.35242	8.84	219.64	151	164	157	138	141	257	126	23	21	01:46.37	01:54.35	157	160	129	1	1	198	4.6	148	3.3	50	48	50	52	00:00.22	00:00.24	00:00.26	00:00.27	86	84	98	93
25	0:00:00.92	0:00:26.14	25	65	65	57	1	34.26530	31.45494	8.76	228.40	153	164	156	140	141	243	126	24	21	01:45.06	01:53.97	162	162	130	1	1	199	4.8	149	3.4	50	49	50	51	00:00.21	00:00.24	00:00.24	00:00.27	82	84	94	93
26	0:00:00.92	0:00:27.06	26	65	65	58	1	34.38968	31.55472	8.79	237.19	152	164	156	141	141	244	127	24	22	01:44.68	01:53.60	164	164	131	1	1	200	5.0	151	3.6	50	49	50	51	00:00.23	00:00.24	00:00.23	00:00.26	90	84	90	93
27	0:00:00.94	0:00:28.00	27	64	65	58	1	32.92304	31.60066	8.60	245.78	152	164	156	128	141	252	127	22	22	01:49.34	01:53.44	146	164	132	1	1	188	5.2	137	3.7	46	48	54	52	00:00.21	00:00.24	00:00.25	00:00.26	82	84	94	93
28	0:00:00.95	0:00:28.95	28	63	65	58	1	33.26521	31.65528	8.78	254.56	151	164	156	133	141	261	127	23	22	01:48.22	01:53.26	150	164	132	1	1	194	5.4	142	3.8	43	48	57	52	00:00.23	00:00.24	00:00.27	00:00.26	88	84	101	93
29	0:00:02.04	0:00:30.99	29	29	65	56	1	21.39398	30.97980	12.12	266.68	150	164	156	87	141	314	125	15	21	02:48.27	01:55.12	45	164	127	0	1	212	5.6	93	3.9	--	48	--	52	--	00:00.24	--	00:00.26	--	84	--	93
30	0:00:01.08	0:00:32.07	30	56	65	56	1	32.79270	31.04085	9.84	276.52	153	164	156	146	146	260	125	25	21	01:49.78	01:54.93	144	164	127	1	1	214	5.8	156	4.1	53	48	47	52	00:00.29	00:00.24	00:00.25	00:00.26	95	85	85	93
31	0:00:01.01	0:00:33.08	31	59	65	56	1	32.47863	31.08475	9.11	285.63	157	164	156	133	146	235	125	23	21	01:50.84	01:54.80	140	164	128	1	1	197	6.0	142	4.2	52	49	48	51	00:00.26	00:00.24	00:00.27	00:00.26	92	85	97	93
32	0:00:01.00	0:00:34.08	32	60	65	56	1	32.48129	31.12573	9.02	294.66	152	164	156	132	146	226	126	22	21	01:50.83	01:54.67	140	164	128	1	1	195	6.2	140	4.4	50	49	50	51	00:00.25	00:00.24	00:00.25	00:00.26	90	85	90	93
33	0:00:00.97	0:00:35.05	33	62	65	56	1	33.50273	31.19151	9.03	303.68	151	164	155	139	146	248	126	24	21	01:47.45	01:54.45	153	164	129	1	1	200	6.4	148	4.5	48	49	52	51	00:00.26	00:00.24	00:00.24	00:00.26	96	86	90	93
34	0:00:00.94	0:00:35.99	34	64	65	57	1	34.41708	31.27576	8.99	312.67	151	164	155	145	146	246	126	25	22	01:44.59	01:54.14	164	164	130	1	1	205	6.6	154	4.7	49	49	51	51	00:00.24	00:00.24	00:00.24	00:00.26	92	86	92	93
35	0:00:00.92	0:00:36.91	35	65	65	57	1	34.68927	31.36084	8.87	321.54	152	164	155	145	146	256	127	25	22	01:43.77	01:53.84	168	168	131	1	1	203	6.8	154	4.8	49	49	51	51	00:00.23	00:00.24	00:00.24	00:00.26	90	86	94	93
36	0:00:00.91	0:00:37.82	36	66	66	57	1	33.76999	31.41881	8.54	330.07	150	164	155	133	146	232	127	23	22	01:46.60	01:53.64	156	168	131	1	1	191	7.0	142	5.0	52	49	48	51	00:00.23	00:00.24	00:00.23	00:00.26	92	86	90	93
37	0:00:00.94	0:00:38.76	37	64	66	57	1	33.87207	31.47831	8.84	338.92	150	164	155	138	146	264	127	24	22	01:46.28	01:53.44	157	168	132	1	1	198	7.2	148	5.1	43	49	57	51	00:00.31	00:00.24	00:00.24	00:00.26	119	87	92	93
38	0:00:00.94	0:00:39.70	38	64	66	57	1	32.11053	31.49328	8.38	347.30	149	164	155	120	146	214	127	20	22	01:52.11	01:53.41	136	168	132	1	1	179	7.4	128	5.2	56	49	44	51	00:00.27	00:00.24	00:00.23	00:00.26	106	87	86	93
39	0:00:04.22	0:00:43.92	39	14	66	53	0	13.56634	29.77079	15.90	363.20	147	164	155	52	146	356	120	9	20	04:25.36	01:57.26	13	168	121	0	1	310	7.7	56	5.3	--	49	--	51	--	00:00.24	--	00:00.26	--	87	--	93
40	0:00:01.37	0:00:45.29	40	44	66	53	1	26.82881	29.68179	10.21	373.41	145	164	154	107	146	273	120	18	20	02:14.18	01:57.66	84	168	119	0	1	193	7.9	115	5.4	52	49	48	51	00:00.56	00:00.25	00:00.54	00:00.26	144	89	145	94
41	0:00:01.32	0:00:46.61	41	45	66	53	1	26.73463	29.59833	9.80	383.22	140	164	154	102	146	238	119	17	20	02:14.65	01:58.04	83	168	118	0	1	185	8.1	109	5.5	42	49	58	51	00:00.55	00:00.26	00:00.53	00:00.27	150	91	145	96
42	0:00:01.21	0:00:47.82	42	50	66	53	1	28.82085	29.57866	9.69	392.90	148	164	154	115	146	270	119	20	20	02:04.90	01:58.20	102	168	118	1	1	191	8.3	123	5.6	55	49	45	51	00:00.49	00:00.26	00:00.47	00:00.28	145	93	141	97
43	0:00:01.21	0:00:49.03	43	50	66	53	1	28.27961	29.54660	9.51	402.41	143	164	153	109	146	244	119	19	20	02:07.30	01:58.39	97	168	117	1	1	185	8.5	117	5.8	45	49	55	51	00:00.47	00:00.27	00:00.48	00:00.28	141	94	142	99
44	0:00:01.20	0:00:50.23	44	50	66	53	1	28.19792	29.51438	9.40	411.81	143	164	153	108	146	215	119	18	20	02:07.66	01:58.59	96	168	117	0	1	183	8.7	115	5.9	47	49	53	51	00:00.50	00:00.27	00:00.47	00:00.29	150	96	141	100
45	0:00:01.17	0:00:51.40	45	51	66	53	1	29.45552	29.51304	9.57	421.38	141	164	153	118	146	242	119	20	20	02:02.21	01:58.67	108	168	117	1	1	192	8.9	126	6.0	46	49	54	51	00:00.47	00:00.28	00:00.44	00:00.29	143	97	137	101
46	0:00:05.77	0:00:57.17	46	10	66	48	0	11.93228	27.73866	19.12	440.51	138	164	153	50	146	385	112	9	19	05:01.70	02:03.02	9	168	106	0	1	402	9.3	54	6.1	--	49	--	51	--	00:00.28	--	00:00.29	--	97	--	101
47	0:00:01.30	0:00:58.47	47	46	66	48	1	28.86045	27.76361	10.42	450.93	138	164	152	124	146	278	112	21	19	02:04.73	02:03.05	102	168	106	1	1	206	9.5	133	6.2	48	49	52	51	00:00.54	00:00.28	00:00.48	00:00.29	143	98	139	102
48	0:00:01.18	0:00:59.65	48	51	66	48	1	29.30614	27.79412	9.61	460.53	134	164	152	117	146	250	112	20	19	02:02.84	02:03.05	106	168	106	1	1	192	9.7	125	6.3	47	49	53	51	00:00.48	00:00.29	00:00.46	00:00.30	144	99	143	103
49	0:00:01.16	0:01:00.81	49	52	66	48	1	28.86014	27.81446	9.30	469.83	136	164	151	111	146	254	112	19	19	02:04.73	02:03.08	102	168	106	1	1	184	9.8	118	6.4	43	48	57	52	00:00.47	00:00.29	00:00.44	00:00.30	146	101	137	103
50	0:00:01.18	0:01:01.99	50	51	66	48	1	28.87287	27.83460	9.46	479.30	136	164	151	113	146	275	112	19	19	02:04.68	02:03.11	102	168	106	1	1	187	10.0	121	6.6	40	48	60	52	00:00.47	00:00.30	00:00.45	00:00.30	143	102	137	104
51	0:00:01.14	0:01:03.13	51	53	66	48	1	29.75105	27.86921	9.42	488.72	137	164	151	118	146	269	112	20	19	02:01.00	02:03.07	111	168	106	1	1	190	10.2	126	6.7	43	48	57	52	00:00.47	00:00.30	00:00.45	00:00.31	148	103	142	105
52	0:00:01.13	0:01:04.26	52	53	66	49	1	29.89935	27.90491	9.39	498.10	134	164	150	119	146	306	112	20	19	02:00.40	02:03.02	112	168	106	1	1	190	10.4	127	6.8	36	48	64	52	00:00.46	00:00.30	00:00.45	00:00.31	148	104	142	106
53	0:00:02.66	0:01:06.92	53	23	66	48	0	18.83581	27.54442	13.92	512.02	132	164	150	80	146	348	111	14	19	03:11.12	02:04.31	32	168	103	0	1	243	10.6	86	6.9	--	48	--	52	--	00:00.30	--	00:00.31	--	104	--	106
54	0:00:01.13	0:01:08.05	54	53	66	48	1	32.21144	27.62192	10.11	522.13	132	164	150	145	146	230	112	25	19	01:51.76	02:04.05	137	168	104	1	1	217	10.9	155	7.0	54	48	46	52	00:00.23	00:00.30	00:00.24	00:00.31	71	103	79	105
55	0:00:01.03	0:01:09.08	55	58	66	48	1	32.43575	27.69370	9.28	531.41	132	164	149	135	146	215	112	23	19	01:50.98	02:03.81	140	168	104	1	1	200	11.1	144	7.2	55	48	45	52	00:00.28	00:00.30	00:00.25	00:00.31	97	103	88	105
56	0:00:01.02	0:01:10.10	56	59	66	48	1	32.04569	27.75702	9.08	540.49	132	164	149	129	146	215	112	22	19	01:52.33	02:03.61	135	168	105	1	1	194	11.3	138	7.3	50	48	50	52	00:00.19	00:00.30	00:00.23	00:00.30	67	102	81	105
57	0:00:01.01	0:01:11.11	57	59	66	48	1	32.11294	27.81889	9.01	549.50	131	164	149	129	146	218	112	22	19	01:52.10	02:03.42	136	168	105	1	1	193	11.5	138	7.5	51	48	49	52	00:00.21	00:00.30	00:00.23	00:00.30	76	102	81	104
58	0:00:01.01	0:01:12.12	58	59	66	48	1	32.30306	27.88169	9.06	558.56	134	164	148	131	146	236	113	22	19	01:51.44	02:03.21	138	168	105	1	1	195	11.6	140	7.6	48	48	52	52	00:00.23	00:00.29	00:00.26	00:00.30	83	101	92	104
59	0:00:00.99	0:01:13.11	59	61	66	48	1	32.88331	27.94941	9.04	567.61	131	164	148	135	146	219	113	23	19	01:49.47	02:02.98	145	168	106	1	1	197	11.8	144	7.7	49	48	51	52	00:00.21	00:00.29	00:00.26	00:00.30	76	101	96	104
60	0:00:00.99	0:01:14.10	60	61	66	49	1	32.38296	28.00865	8.91	576.51	132	164	148	129	146	218	113	22	19	01:51.16	02:02.79	139	168	106	1	1	192	12.0	138	7.9	49	48	51	52	00:00.21	00:00.29	00:00.23	00:00.30	77	101	83	103
61	0:00:00.98	0:01:15.08	61	61	66	49	1	32.98538	28.07361	8.98	585.49	133	164	147	134	146	228	113	23	19	01:49.13	02:02.57	146	168	107	1	1	197	12.2	144	8.0	52	48	48	52	00:00.20	00:00.29	00:00.22	00:00.30	73	100	81	103
62	0:00:00.98	0:01:16.06	62	61	66	49	1	32.50882	28.13075	8.85	594.34	131	164	147	129	146	213	114	22	19	01:50.73	02:02.39	141	168	107	1	1	191	12.4	138	8.2	51	48	49	52	00:00.22	00:00.29	00:00.25	00:00.30	83	100	90	103
63	0:00:00.97	0:01:17.03	63	62	66	49	1	33.00725	28.19216	8.89	603.23	133	164	147	133	146	228	114	23	19	01:49.06	02:02.18	147	168	108	1	1	195	12.6	142	8.3	52	48	48	52	00:00.20	00:00.29	00:00.23	00:00.30	75	99	84	103
64	0:00:00.98	0:01:18.01	64	61	66	49	1	32.74178	28.24932	8.91	612.15	133	164	147	132	146	221	114	22	19	01:49.95	02:01.99	144	168	108	1	1	194	12.8	141	8.5	51	48	49	52	00:00.21	00:00.29	00:00.26	00:00.30	77	99	96	102
65	0:00:00.98	0:01:18.99	65	61	66	49	1	32.66766	28.30413	8.89	621.04	131	164	146	131	146	216	114	22	19	01:50.20	02:01.81	143	168	109	1	1	193	13.0	140	8.6	50	48	50	52	00:00.21	00:00.28	00:00.24	00:00.29	77	99	88	102
66	0:00:00.97	0:01:19.96	66	62	66	50	1	33.62746	28.36871	9.06	630.10	131	164	146	140	146	227	115	24	19	01:47.05	02:01.59	154	168	109	1	1	202	13.2	150	8.7	50	48	50	52	00:00.21	00:00.28	00:00.24	00:00.29	77	98	90	102
67	0:00:00.96	0:01:20.92	67	63	66	50	1	33.10782	28.42493	8.83	638.93	131	164	146	133	146	227	115	23	20	01:48.73	02:01.40	148	168	110	1	1	194	13.4	142	8.9	50	48	50	52	00:00.20	00:00.28	00:00.23	00:00.29	75	98	86	102
68	0:00:00.95	0:01:21.87	68	63	66	50	1	33.57759	28.48472	8.86	647.79	130	164	146	137	146	222	115	23	20	01:47.21	02:01.19	154	168	110	1	1	197	13.6	146	9.0	51	49	49	51	00:00.20	00:00.28	00:00.24	00:00.29	77	98	90	102
69	0:00:00.95	0:01:22.82	69	63	66	50	1	33.58181	28.54319	8.86	656.65	132	164	145	137	146	227	115	23	20	01:47.20	02:00.99	154	168	111	1	1	197	13.8	146	9.2	50	49	50	51	00:00.22	00:00.28	00:00.21	00:00.29	84	98	79	101
70	0:00:00.95	0:01:23.77	70	63	66	50	1	33.56685	28.60016	8.86	665.51	131	164	145	137	146	227	116	23	20	01:47.24	02:00.79	154	168	111	1	1	197	14.0	146	9.3	50	49	50	51	00:00.20	00:00.28	00:00.20	00:00.29	77	97	75	101
71	0:00:00.95	0:01:24.72	71	63	66	50	1	33.35457	28.65347	8.80	674.31	132	164	145	134	146	228	116	23	20	01:47.93	02:00.62	151	168	112	1	1	195	14.2	143	9.5	49	49	51	51	00:00.21	00:00.28	00:00.24	00:00.29	80	97	90	101
72	0:00:00.95	0:01:25.67	72	63	66	50	1	33.22637	28.70418	8.77	683.08	135	164	145	133	146	212	116	23	20	01:48.34	02:00.45	149	168	112	1	1	193	14.4	142	9.6	51	49	49	51	00:00.23	00:00.28	00:00.24	00:00.29	88	97	90	101
73	0:00:00.95	0:01:26.62	73	63	66	51	1	33.73761	28.75939	8.90	691.98	131	164	145	138	146	226	116	24	20	01:46.70	02:00.26	156	168	113	1	1	199	14.6	148	9.8	50	49	50	51	00:00.21	00:00.28	00:00.24	00:00.29	80	97	90	101
74	0:00:00.93	0:01:27.55	74	65	66	51	1	34.39784	28.81928	8.89	700.87	131	164	144	143	146	242	117	24	20	01:44.65	02:00.05	164	168	113	1	1	202	14.8	153	9.9	50	49	50	51	00:00.21	00:00.27	00:00.20	00:00.29	82	97	77	100
75	0:00:00.92	0:01:28.47	75	65	66	51	1	34.23908	28.87564	8.75	709.62	135	164	144	140	146	225	117	24	20	01:45.14	01:59.85	162	168	114	1	1	198	15.0	149	10.1	50	49	50	51	00:00.21	00:00.27	00:00.21	00:00.28	82	96	82	100
76	0:00:00.92	0:01:29.39	76	65	66	51	1	34.13084	28.92973	8.72	718.34	135	164	144	138	146	234	117	24	20	01:45.47	01:59.66	161	168	114	1	1	197	15.2	148	10.2	52	49	48	51	00:00.21	00:00.27	00:00.23	00:00.28	82	96	90	100
77	0:00:00.92	0:01:30.31	77	65	66	51	1	34.33437	28.98479	8.77	727.12	132	164	144	141	146	241	117	24	20	01:44.85	01:59.47	163	168	115	1	1	199	15.4	150	10.4	51	49	49	51	00:00.23	00:00.27	00:00.25	00:00.28	90	96	98	100
78	0:00:00.93	0:01:31.24	78	65	66	51	1	33.81107	29.03398	8.73	735.85	132	164	144	136	146	225	117	23	20	01:46.47	01:59.30	157	168	115	1	1	196	15.6	146	10.5	50	49	50	51	00:00.23	00:00.27	00:00.24	00:00.28	90	96	92	100
79	0:00:00.92	0:01:32.16	79	65	66	51	1	34.17125	29.08526	8.73	744.58	132	164	144	139	146	228	118	24	20	01:45.35	01:59.13	161	168	116	1	1	197	15.8	148	10.6	51	49	49	51	00:00.21	00:00.27	00:00.23	00:00.28	82	96	90	100
80	0:00:00.93	0:01:33.09	80	65	66	52	1	34.08394	29.13520	8.81	753.39	135	164	143	139	146	235	118	24	20	01:45.62	01:58.96	160	168	116	1	1	199	16.0	149	10.8	51	49	49	51	00:00.21	00:00.27	00:00.25	00:00.28	82	96	96	100
81	0:00:00.91	0:01:34.00	81	66	66	52	1	34.95867	29.19158	8.84	762.22	135	164	143	146	146	233	118	25	20	01:42.97	01:58.76	171	171	117	1	1	204	16.2	156	11.0	49	49	51	51	00:00.22	00:00.27	00:00.24	00:00.28	88	96	94	100
82	0:00:00.91	0:01:34.91	82	66	66	52	1	34.41776	29.24169	8.70	770.92	132	164	143	140	146	233	118	24	20	01:44.59	01:58.58	164	171	117	1	1	198	16.4	150	11.1	48	49	52	51	00:00.20	00:00.27	00:00.24	00:00.28	80	95	94	99
83	0:00:00.91	0:01:35.82	83	66	66	52	1	34.44521	29.29110	8.71	779.63	135	164	143	140	146	234	119	24	20	01:44.51	01:58.41	165	171	117	1	1	198	16.6	150	11.3	49	49	51	51	00:00.21	00:00.27	00:00.23	00:00.28	84	95	90	99
84	0:00:00.91	0:01:36.73	84	66	66	52	1	34.48269	29.33995	8.72	788.35	135	164	143	141	146	229	119	24	20	01:44.40	01:58.25	165	171	118	1	1	199	16.8	150	11.4	49	49	51	51	00:00.22	00:00.27	00:00.23	00:00.28	88	95	90	99
85	0:00:00.92	0:01:37.65	85	65	66	52	1	33.36274	29.37785	8.53	796.87	134	164	143	130	146	215	119	22	20	01:47.90	01:58.13	151	171	118	1	1	189	17.0	139	11.5	50	49	50	51	00:00.20	00:00.27	00:00.25	00:00.28	80	95	96	99
86	0:00:00.92	0:01:38.57	86	65	66	52	1	34.71894	29.42770	8.87	805.75	134	164	143	145	146	237	119	25	20	01:43.68	01:57.96	168	171	119	1	1	204	17.2	155	11.7	52	49	48	51	00:00.23	00:00.26	00:00.23	00:00.28	90	95	90	99
87	0:00:00.91	0:01:39.48	87	66	66	52	1	34.65781	29.47554	8.76	814.51	134	164	143	143	146	232	119	24	20	01:43.87	01:57.80	167	171	119	1	1	201	17.4	152	11.8	49	49	51	51	00:00.21	00:00.26	00:00.25	00:00.28	84	95	98	99
88	0:00:00.91	0:01:40.39	88	66	66	53	1	34.55845	29.52161	8.74	823.24	134	164	143	142	146	230	120	24	20	01:44.17	01:57.64	166	171	120	1	1	200	17.6	151	12.0	50	49	50	51	00:00.21	00:00.26	00:00.23	00:00.28	84	95	90	99
89	0:00:00.92	0:01:41.31	89	65	66	53	1	33.71891	29.55973	8.62	831.86	135	164	143	134	146	228	120	23	20	01:46.76	01:57.52	155	171	120	1	1	192	17.8	143	12.1	48	49	52	51	00:00.22	00:00.26	00:00.25	00:00.28	88	95	96	99
90	0:00:00.91	0:01:42.22	90	66	66	53	1	34.56197	29.60426	8.74	840.60	133	164	142	142	146	236	120	24	20	01:44.16	01:57.37	166	171	120	1	1	200	18.0	151	12.3	49	49	51	51	00:00.22	00:00.26	00:00.23	00:00.28	88	95	90	99
91	0:00:00.92	0:01:43.14	91	65	66	53	1	34.38817	29.64693	8.79	849.38	133	164	142	141	146	230	120	24	20	01:44.68	01:57.23	164	171	121	1	1	200	18.2	151	12.4	49	49	51	51	00:00.23	00:00.26	00:00.23	00:00.27	90	95	90	99
92	0:00:00.90	0:01:44.04	92	67	67	53	1	34.59758	29.68976	8.65	858.03	135	164	142	140	146	231	120	24	20	01:44.05	01:57.09	167	171	121	1	1	198	18.4	150	12.6	50	49	50	51	00:00.20	00:00.26	00:00.23	00:00.27	82	94	90	99
93	0:00:00.91	0:01:44.95	93	66	67	53	1	34.25595	29.72935	8.66	866.69	133	164	142	138	146	236	120	23	20	01:45.09	01:56.96	162	171	121	1	1	196	18.5	148	12.7	52	49	48	51	00:00.22	00:00.26	00:00.23	00:00.27	88	94	90	99
94	0:00:00.92	0:01:45.87	94	65	67	53	1	33.94771	29.76601	8.68	875.37	133	164	142	136	146	222	120	23	20	01:46.04	01:56.85	158	171	122	1	1	195	18.7	146	12.9	49	49	51	51	00:00.22	00:00.26	00:00.27	00:00.27	88	94	103	99
