Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force per revolution [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [°]	Total left angle to force peak [°]	Right angle to force peak [°]	Total right angle to force peak [°]
49	0:00:00.86	0:00:46.84	49	70	71	63	1	35.59054	33.42099	8.50	434.84	157	171	164	145	157	252	137	25	23	01:41.15	01:46.44	180	195	157	1	1	200	9.9	155	7.3	53	50	47	50	00:00.21	00:00.21	00:00.22	00:00.23	90	85	90	92
50	0:00:00.89	0:00:47.73	50	67	71	63	1	34.63695	33.44366	8.56	443.41	157	171	164	139	157	232	137	24	23	01:43.93	01:46.39	167	195	157	1	1	196	10.1	149	7.5	50	50	50	50	00:00.22	00:00.21	00:00.24	00:00.23	90	85	96	92
51	0:00:00.89	0:00:48.62	51	67	71	63	1	35.19027	33.47563	8.70	452.11	157	171	164	145	157	245	137	25	23	01:42.30	01:46.31	174	195	157	1	1	202	10.3	155	7.6	51	50	49	50	00:00.22	00:00.21	00:00.26	00:00.23	90	86	104	93
52	0:00:00.88	0:00:49.50	52	68	71	63	1	35.65369	33.51435	8.72	460.82	155	171	164	149	157	246	138	25	23	01:40.97	01:46.21	181	195	158	1	1	205	10.5	159	7.8	51	50	49	50	00:00.20	00:00.21	00:00.22	00:00.23	82	86	90	92
53	0:00:00.87	0:00:50.37	53	69	71	63	1	35.99234	33.55715	8.70	469.52	156	171	164	151	157	258	138	26	23	01:40.02	01:46.09	185	195	158	1	1	207	10.7	161	8.0	51	50	49	50	00:00.22	00:00.21	00:00.23	00:00.23	92	86	94	93
54	0:00:00.85	0:00:51.22	54	71	71	63	1	36.49376	33.60589	8.62	478.14	156	171	163	153	157	258	138	26	23	01:38.64	01:45.95	193	195	159	1	1	208	10.9	164	8.1	51	50	49	50	00:00.19	00:00.21	00:00.22	00:00.23	81	86	92	93
55	0:00:00.85	0:00:52.07	55	71	71	63	1	36.86087	33.65902	8.70	486.84	155	171	163	157	157	253	138	27	24	01:37.66	01:45.79	198	198	159	1	1	212	11.1	168	8.3	50	50	50	50	00:00.21	00:00.21	00:00.23	00:00.23	90	86	96	93
56	0:00:00.83	0:00:52.90	56	72	72	64	1	36.76425	33.70774	8.48	495.32	155	171	163	153	157	246	139	26	24	01:37.92	01:45.65	196	198	160	1	1	206	11.3	163	8.5	52	50	48	50	00:00.22	00:00.21	00:00.21	00:00.23	97	86	90	93
57	0:00:00.84	0:00:53.74	57	71	72	64	1	36.54187	33.75204	8.53	503.84	154	171	163	152	157	242	139	26	24	01:38.51	01:45.52	193	198	160	1	1	206	11.5	162	8.6	51	50	49	50	00:00.21	00:00.21	00:00.22	00:00.23	90	86	94	93
58	0:00:00.84	0:00:54.58	58	71	72	64	1	36.20434	33.78978	8.45	512.29	161	171	163	148	157	246	139	25	24	01:39.43	01:45.42	188	198	161	1	1	202	11.7	158	8.8	51	50	49	50	00:00.21	00:00.21	00:00.20	00:00.23	92	86	84	92
59	0:00:00.84	0:00:55.42	59	71	72	64	1	36.86568	33.83641	8.60	520.89	161	171	163	156	157	250	139	26	24	01:37.65	01:45.28	198	198	161	1	1	210	11.9	166	8.9	50	50	50	50	00:00.22	00:00.21	00:00.21	00:00.23	94	86	90	92
60	0:00:00.83	0:00:56.25	60	72	72	64	1	37.24566	33.88671	8.59	529.48	153	171	163	158	158	239	139	27	24	01:36.65	01:45.13	203	203	162	1	1	212	12.1	169	9.1	50	50	50	50	00:00.24	00:00.21	00:00.21	00:00.23	105	86	90	92
61	0:00:00.82	0:00:57.07	61	73	73	64	1	37.57343	33.93968	8.56	538.04	159	171	163	160	160	233	140	27	24	01:35.81	01:44.97	208	208	163	1	1	213	12.3	171	9.3	51	50	49	50	00:00.22	00:00.21	00:00.22	00:00.23	97	87	97	92
62	0:00:00.81	0:00:57.88	62	74	74	64	1	37.48265	33.98926	8.43	546.47	150	171	162	157	160	244	140	27	24	01:36.04	01:44.82	207	208	163	1	1	209	12.5	168	9.5	52	50	48	50	00:00.21	00:00.21	00:00.20	00:00.23	95	87	88	92
63	0:00:00.82	0:00:58.70	63	73	74	64	1	36.77249	34.02814	8.38	554.85	150	171	162	151	160	235	140	26	24	01:37.89	01:44.71	197	208	164	1	1	204	12.7	161	9.6	51	50	49	50	00:00.22	00:00.21	00:00.25	00:00.23	99	87	107	93
64	0:00:00.83	0:00:59.53	64	72	74	65	1	36.78253	34.06655	8.48	563.33	148	171	162	153	160	238	140	26	24	01:37.87	01:44.61	197	208	164	1	1	206	13.0	163	9.8	49	50	51	50	00:00.20	00:00.21	00:00.24	00:00.23	88	87	103	93
65	0:00:00.82	0:01:00.35	65	73	74	65	1	36.96810	34.10597	8.42	571.75	148	171	162	153	160	239	140	26	24	01:37.38	01:44.49	199	208	165	1	1	206	13.2	163	9.9	50	50	50	50	00:00.20	00:00.21	00:00.18	00:00.23	88	87	79	93
66	0:00:00.82	0:01:01.17	66	73	74	65	1	37.39819	34.15011	8.52	580.27	148	171	162	158	160	266	141	27	24	01:36.26	01:44.37	206	208	165	1	1	211	13.4	169	10.1	54	50	46	50	00:00.21	00:00.21	00:00.20	00:00.23	92	87	88	92
67	0:00:00.84	0:01:02.01	67	71	74	65	1	35.51769	34.16863	8.29	588.55	153	171	161	141	160	226	141	24	24	01:41.35	01:44.32	179	208	165	1	1	195	13.6	150	10.3	46	50	54	50	00:00.22	00:00.21	00:00.25	00:00.23	94	87	107	93
68	0:00:00.84	0:01:02.85	68	71	74	65	1	37.10468	34.20787	8.66	597.21	153	171	161	158	160	251	141	27	24	01:37.02	01:44.21	201	208	166	1	1	213	13.8	169	10.4	50	50	50	50	00:00.23	00:00.21	00:00.23	00:00.23	99	87	99	93
69	0:00:00.83	0:01:03.68	69	72	74	65	1	36.86591	34.24252	8.50	605.71	150	171	161	154	160	250	141	26	24	01:37.65	01:44.11	198	208	166	1	1	207	14.0	164	10.6	50	50	50	50	00:00.21	00:00.21	00:00.21	00:00.23	92	87	90	93
70	0:00:00.83	0:01:04.51	70	72	74	65	1	36.74718	34.27474	8.47	614.18	152	171	161	152	160	246	141	26	24	01:37.96	01:44.03	196	208	167	1	1	206	14.2	163	10.8	50	50	50	50	00:00.22	00:00.21	00:00.22	00:00.23	94	87	97	93
71	0:00:00.83	0:01:05.34	71	72	74	65	1	36.86652	34.30767	8.50	622.68	151	171	161	154	160	252	141	26	24	01:37.64	01:43.93	198	208	167	1	1	207	14.4	164	10.9	51	50	49	50	00:00.22	00:00.21	00:00.21	00:00.23	94	87	92	93
72	0:00:00.83	0:01:06.17	72	72	74	65	1	36.75751	34.33839	8.47	631.16	151	171	161	153	160	252	142	26	24	01:37.93	01:43.85	196	208	167	1	1	206	14.6	163	11.1	51	50	49	50	00:00.21	00:00.21	00:00.21	00:00.23	92	88	90	93
73	0:00:00.83	0:01:07.00	73	72	74	65	1	36.93643	34.37058	8.52	639.67	153	171	161	155	160	259	142	26	24	01:37.46	01:43.76	199	208	168	1	1	208	14.8	165	11.2	51	50	49	50	00:00.21	00:00.21	00:00.22	00:00.23	92	88	94	93
74	0:00:00.83	0:01:07.83	74	72	74	65	1	36.88190	34.40131	8.50	648.18	149	171	160	154	160	264	142	26	24	01:37.60	01:43.68	198	208	168	1	1	207	15.0	164	11.4	50	50	50	50	00:00.21	00:00.21	00:00.21	00:00.23	92	88	90	93
75	0:00:00.82	0:01:08.65	75	73	74	66	1	37.05784	34.43304	8.44	656.62	152	171	160	154	160	251	142	26	24	01:37.14	01:43.59	201	208	169	1	1	207	15.2	165	11.6	51	50	49	50	00:00.22	00:00.21	00:00.22	00:00.23	97	88	97	93
76	0:00:00.83	0:01:09.48	76	72	74	66	1	37.01674	34.46390	8.53	665.15	147	171	160	155	160	255	142	26	24	01:37.25	01:43.50	200	208	169	1	1	209	15.4	166	11.7	51	50	49	50	00:00.21	00:00.21	00:00.23	00:00.23	92	88	99	93
77	0:00:00.82	0:01:10.30	77	73	74	66	1	37.40412	34.49820	8.52	673.67	149	171	160	158	160	253	142	27	24	01:36.24	01:43.41	206	208	169	1	1	211	15.6	169	11.9	51	50	49	50	00:00.21	00:00.21	00:00.20	00:00.23	92	88	88	93
78	0:00:00.81	0:01:11.11	78	74	74	66	1	37.54277	34.53288	8.45	682.12	150	171	160	158	160	252	143	27	24	01:35.89	01:43.31	208	208	170	1	1	210	15.9	168	12.1	50	50	50	50	00:00.21	00:00.21	00:00.22	00:00.23	95	88	97	93
79	0:00:00.82	0:01:11.93	79	73	74	66	1	36.73150	34.55794	8.37	690.49	150	171	160	150	160	248	143	26	24	01:38.00	01:43.24	196	208	170	1	1	203	16.1	161	12.2	51	50	49	50	00:00.22	00:00.21	00:00.21	00:00.23	97	88	92	93
80	0:00:00.83	0:01:12.76	80	72	74	66	1	36.71942	34.58260	8.47	698.95	152	171	160	152	160	262	143	26	24	01:38.04	01:43.18	196	208	170	1	1	206	16.3	162	12.4	51	50	49	50	00:00.20	00:00.21	00:00.22	00:00.22	88	88	94	93
81	0:00:00.82	0:01:13.58	81	73	74	66	1	37.12836	34.61097	8.46	707.41	152	171	159	155	160	251	143	26	24	01:36.96	01:43.10	202	208	171	1	1	208	16.5	165	12.6	51	50	49	50	00:00.21	00:00.21	00:00.22	00:00.22	92	88	97	93
82	0:00:00.83	0:01:14.41	82	72	74	66	1	36.73262	34.63464	8.47	715.88	150	171	159	152	160	248	143	26	24	01:38.00	01:43.04	196	208	171	1	1	206	16.7	163	12.7	51	50	49	50	00:00.22	00:00.21	00:00.21	00:00.22	97	88	90	93
83	0:00:00.82	0:01:15.23	83	73	74	66	1	37.26884	34.66335	8.49	724.37	157	171	159	156	160	258	143	27	24	01:36.59	01:42.96	204	208	171	1	1	209	16.9	167	12.9	52	50	48	50	00:00.21	00:00.21	00:00.22	00:00.22	92	88	97	93
84	0:00:00.86	0:01:16.09	84	70	74	66	1	33.39047	34.64896	7.98	732.34	148	171	159	122	160	222	143	21	24	01:47.81	01:43.01	151	208	171	1	1	177	17.1	130	13.0	53	50	47	50	00:00.22	00:00.21	00:00.22	00:00.22	94	88	90	93
85	0:00:00.90	0:01:16.99	85	67	74	66	1	34.33949	34.64535	8.58	740.93	148	171	159	138	160	225	143	23	24	01:44.83	01:43.03	163	208	171	1	1	195	17.3	147	13.2	48	50	52	50	00:00.20	00:00.21	00:00.22	00:00.22	80	88	88	93
86	0:00:00.90	0:01:17.89	86	67	74	66	1	35.07051	34.65026	8.77	749.70	149	171	159	146	160	241	143	25	24	01:42.65	01:43.02	173	208	171	1	1	203	17.5	156	13.3	52	50	48	50	00:00.21	00:00.21	00:00.22	00:00.22	84	88	88	93
87	0:00:00.89	0:01:18.78	87	67	74	66	1	35.14601	34.65586	8.69	758.39	147	171	159	145	160	243	143	25	24	01:42.42	01:43.02	174	208	171	1	1	202	17.7	155	13.5	52	50	48	50	00:00.22	00:00.21	00:00.24	00:00.22	90	88	96	93
88	0:00:00.88	0:01:19.66	88	68	74	66	1	35.77702	34.66825	8.75	767.13	147	171	159	150	160	246	143	26	24	01:40.62	01:42.99	182	208	171	1	1	207	17.9	161	13.6	51	50	49	50	00:00.22	00:00.21	00:00.23	00:00.22	90	88	94	93
89	0:00:00.88	0:01:20.54	89	68	74	66	1	34.82180	34.66992	8.51	775.64	147	171	158	140	160	242	143	24	24	01:43.38	01:42.99	170	208	171	1	1	196	18.1	149	13.8	52	50	48	50	00:00.20	00:00.21	00:00.24	00:00.22	84	88	96	93
90	0:00:00.88	0:01:21.42	90	68	74	66	1	35.98629	34.68415	8.80	784.44	147	171	158	153	160	255	143	26	24	01:40.03	01:42.96	185	208	171	1	1	209	18.3	163	14.0	51	50	49	50	00:00.22	00:00.21	00:00.23	00:00.22	90	88	94	93
91	0:00:00.87	0:01:22.29	91	69	74	66	1	35.79825	34.69593	8.65	793.09	148	171	158	149	160	247	143	25	24	01:40.56	01:42.93	183	208	172	1	1	205	18.5	159	14.1	51	50	49	50	00:00.22	00:00.21	00:00.22	00:00.22	92	88	90	93
92	0:00:00.87	0:01:23.16	92	69	74	66	1	35.68221	34.70625	8.62	801.71	145	171	158	148	160	237	143	25	24	01:40.89	01:42.91	181	208	172	1	1	203	18.7	158	14.3	50	50	50	50	00:00.21	00:00.21	00:00.22	00:00.22	88	88	90	93
93	0:00:00.85	0:01:24.01	93	71	74	66	1	36.44249	34.72381	8.60	810.32	147	171	158	153	160	259	143	26	24	01:38.78	01:42.87	192	208	172	1	1	207	18.9	163	14.4	52	50	48	50	00:00.21	00:00.21	00:00.23	00:00.22	90	88	96	93
94	0:00:00.86	0:01:24.87	94	70	74	66	1	35.64825	34.73318	8.52	818.83	146	171	158	145	160	249	143	25	24	01:40.98	01:42.85	181	208	172	1	1	201	19.1	155	14.6	52	50	48	50	00:00.21	00:00.21	00:00.23	00:00.22	88	88	96	93
