Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force per revolution [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [°]	Total left angle to force peak [°]	Right angle to force peak [°]	Total right angle to force peak [°]
41	0:00:00.66	0:00:27.03	41	91	95	91	2	44.16861	44.09482	8.10	331.08	145	146	136	199	215	322	199	34	34	01:21.50	01:21.57	323	351	322	2	2	243	10.0	213	8.7	51	50	49	50	00:00.19	00:00.18	00:00.19	00:00.19	107	101	101	104
42	0:00:00.65	0:00:27.68	42	92	95	91	2	45.41826	44.12590	8.20	339.28	147	147	136	212	215	315	199	36	34	01:19.26	01:21.51	348	351	323	2	2	256	10.2	226	8.9	49	50	51	50	00:00.19	00:00.18	00:00.18	00:00.19	107	101	98	104
43	0:00:00.64	0:00:28.32	43	94	95	91	2	45.40136	44.15472	8.07	347.35	147	147	137	208	215	315	199	35	34	01:19.29	01:21.46	348	351	323	2	2	251	10.5	223	9.2	50	50	50	50	00:00.19	00:00.18	00:00.17	00:00.19	107	101	96	104
44	0:00:00.65	0:00:28.97	44	92	95	91	2	44.57962	44.16425	8.05	355.40	145	147	137	201	215	315	199	34	34	01:20.75	01:21.45	331	351	323	2	2	245	10.7	215	9.4	50	50	50	50	00:00.17	00:00.18	00:00.19	00:00.19	96	101	104	104
45	0:00:00.64	0:00:29.61	45	94	95	91	2	45.12703	44.18506	8.02	363.42	147	147	137	205	215	323	199	35	34	01:19.77	01:21.41	342	351	324	2	2	248	11.0	219	9.6	51	50	49	50	00:00.18	00:00.18	00:00.18	00:00.19	105	101	98	104
46	0:00:00.65	0:00:30.26	46	92	95	91	2	44.72511	44.19666	8.08	371.50	147	147	137	203	215	319	200	35	34	01:20.49	01:21.39	334	351	324	2	2	247	11.2	217	9.8	50	50	50	50	00:00.19	00:00.18	00:00.19	00:00.19	107	101	104	104
47	0:00:00.64	0:00:30.90	47	94	95	91	2	44.72001	44.20750	7.95	379.45	148	148	137	200	215	316	200	34	34	01:20.50	01:21.37	334	351	324	2	2	243	11.4	214	10.0	51	50	49	50	00:00.18	00:00.18	00:00.18	00:00.19	101	101	101	104
48	0:00:00.65	0:00:31.55	48	92	95	91	2	44.47273	44.21297	8.03	387.48	148	148	138	200	215	314	200	34	34	01:20.94	01:21.36	329	351	324	2	2	244	11.7	214	10.2	51	50	49	50	00:00.19	00:00.18	00:00.19	00:00.19	107	102	104	104
49	0:00:00.66	0:00:32.21	49	91	95	91	2	43.49693	44.19830	7.97	395.45	147	148	138	191	215	300	199	33	34	01:22.76	01:21.39	310	351	324	2	2	235	11.9	204	10.4	50	50	50	50	00:00.19	00:00.18	00:00.19	00:00.19	107	102	101	104
50	0:00:00.65	0:00:32.86	50	92	95	91	2	44.74005	44.20901	8.08	403.53	148	148	138	203	215	315	199	35	34	01:20.46	01:21.37	334	351	324	2	2	247	12.2	217	10.7	51	50	49	50	00:00.19	00:00.18	00:00.18	00:00.19	107	102	98	104
51	0:00:00.66	0:00:33.52	51	91	95	91	2	44.33760	44.21154	8.13	411.66	148	148	138	201	215	304	200	34	34	01:21.19	01:21.37	326	351	324	2	2	246	12.4	215	10.9	50	50	50	50	00:00.19	00:00.18	00:00.19	00:00.19	104	102	104	104
52	0:00:00.65	0:00:34.17	52	92	95	91	2	45.51344	44.23631	8.22	419.88	148	148	138	213	215	334	200	36	34	01:19.09	01:21.32	350	351	325	2	2	257	12.7	228	11.1	51	50	49	50	00:00.20	00:00.18	00:00.19	00:00.19	113	102	104	104
53	0:00:00.65	0:00:34.82	53	92	95	91	2	44.08426	44.23347	7.96	427.84	149	149	139	195	215	294	200	33	34	01:21.66	01:21.33	321	351	325	2	2	239	12.9	209	11.3	51	50	49	50	00:00.18	00:00.18	00:00.18	00:00.19	101	102	98	103
54	0:00:00.65	0:00:35.47	54	92	95	91	2	44.65515	44.24120	8.06	435.90	149	149	139	202	215	322	200	34	34	01:20.61	01:21.31	332	351	325	2	2	246	13.2	216	11.5	52	50	48	50	00:00.18	00:00.18	00:00.19	00:00.19	101	102	104	103
55	0:00:00.65	0:00:36.12	55	92	95	91	2	44.62531	44.24811	8.06	443.96	149	149	139	202	215	332	200	34	34	01:20.67	01:21.30	332	351	325	2	2	245	13.4	216	11.7	52	50	48	50	00:00.18	00:00.18	00:00.19	00:00.19	101	102	104	103
56	0:00:00.65	0:00:36.77	56	92	95	91	2	44.75384	44.25705	8.08	452.04	149	149	139	204	215	327	200	35	34	01:20.44	01:21.29	334	351	325	2	2	247	13.6	217	12.0	52	50	48	50	00:00.18	00:00.18	00:00.19	00:00.19	101	102	104	103
57	0:00:00.65	0:00:37.42	57	92	95	91	2	44.17161	44.25557	7.98	460.01	150	150	139	196	215	306	200	33	34	01:21.50	01:21.29	323	351	325	2	2	240	13.9	210	12.2	51	50	49	50	00:00.18	00:00.18	00:00.17	00:00.19	101	102	93	103
58	0:00:00.65	0:00:38.07	58	92	95	91	2	44.84596	44.26565	8.10	468.11	150	150	139	205	215	326	200	35	34	01:20.27	01:21.27	336	351	325	2	2	248	14.1	219	12.4	52	50	48	50	00:00.19	00:00.18	00:00.19	00:00.19	107	102	104	103
59	0:00:00.65	0:00:38.72	59	92	95	91	2	44.85897	44.27561	8.10	476.21	150	150	140	205	215	304	200	35	34	01:20.25	01:21.25	337	351	325	2	2	248	14.4	219	12.6	49	50	51	50	00:00.18	00:00.18	00:00.19	00:00.19	101	102	104	103
60	0:00:00.65	0:00:39.37	60	92	95	91	2	44.24210	44.27505	7.99	484.20	150	150	140	197	215	301	200	34	34	01:21.37	01:21.26	324	351	325	2	2	241	14.6	211	12.8	51	50	49	50	00:00.17	00:00.18	00:00.18	00:00.19	96	102	98	103
61	0:00:00.65	0:00:40.02	61	92	95	91	2	44.62874	44.28080	8.06	492.25	150	150	140	202	215	322	200	34	34	01:20.66	01:21.25	332	351	325	2	2	245	14.9	216	13.0	51	50	49	50	00:00.18	00:00.18	00:00.19	00:00.19	101	102	104	103
62	0:00:00.65	0:00:40.67	62	92	95	91	2	45.03772	44.29290	8.13	500.39	150	150	140	207	215	319	200	35	34	01:19.93	01:21.22	340	351	326	2	2	251	15.1	221	13.2	51	50	49	50	00:00.18	00:00.18	00:00.19	00:00.19	101	102	104	103
63	0:00:00.64	0:00:41.31	63	94	95	92	2	45.06029	44.30478	8.01	508.40	150	150	140	204	215	308	200	35	34	01:19.89	01:21.20	341	351	326	2	2	247	15.4	218	13.5	50	50	50	50	00:00.17	00:00.18	00:00.19	00:00.19	99	102	104	103
64	0:00:00.64	0:00:41.95	64	94	95	92	2	44.74355	44.31148	7.95	516.35	150	150	140	200	215	314	200	34	34	01:20.45	01:21.19	334	351	326	2	2	243	15.6	214	13.7	52	50	48	50	00:00.17	00:00.18	00:00.19	00:00.19	96	102	107	103
65	0:00:00.65	0:00:42.60	65	92	95	92	2	44.53309	44.31486	8.04	524.39	151	151	141	201	215	317	200	34	34	01:20.83	01:21.19	330	351	326	2	2	244	15.9	214	13.9	52	50	48	50	00:00.19	00:00.18	00:00.18	00:00.19	104	102	101	103
66	0:00:00.65	0:00:43.25	66	92	95	92	2	44.31528	44.31487	8.00	532.39	152	152	141	198	215	304	200	34	34	01:21.23	01:21.19	326	351	326	2	2	242	16.1	212	14.1	51	50	49	50	00:00.18	00:00.18	00:00.18	00:00.19	101	102	98	103
67	0:00:00.65	0:00:43.90	67	92	95	92	2	45.28117	44.32917	8.18	540.57	150	152	141	210	215	324	200	36	34	01:19.50	01:21.16	345	351	326	2	2	254	16.3	224	14.3	51	50	49	50	00:00.19	00:00.18	00:00.18	00:00.18	107	102	98	103
68	0:00:00.64	0:00:44.54	68	94	95	92	2	44.74983	44.33522	7.96	548.53	150	152	141	200	215	315	200	34	34	01:20.44	01:21.15	334	351	327	2	2	243	16.6	214	14.5	52	50	48	50	00:00.18	00:00.18	00:00.18	00:00.18	101	102	101	103
69	0:00:00.65	0:00:45.19	69	92	95	92	2	44.02780	44.33080	7.95	556.47	151	152	141	195	215	308	200	33	34	01:21.76	01:21.16	320	351	326	2	2	238	16.8	208	14.8	51	50	49	50	00:00.19	00:00.18	00:00.18	00:00.18	107	102	98	103
70	0:00:00.65	0:00:45.84	70	92	95	92	2	44.97715	44.33996	8.12	564.60	151	152	141	206	215	321	200	35	34	01:20.04	01:21.14	339	351	327	2	2	250	17.1	220	15.0	51	50	49	50	00:00.19	00:00.18	00:00.18	00:00.18	107	102	98	103
71	0:00:00.64	0:00:46.48	71	94	95	92	2	45.69653	44.35864	8.12	572.72	151	152	141	212	215	326	200	36	34	01:18.78	01:21.11	354	354	327	2	2	255	17.3	226	15.2	52	50	48	50	00:00.18	00:00.18	00:00.18	00:00.18	101	102	101	103
72	0:00:00.64	0:00:47.12	72	94	95	92	2	44.55618	44.36132	7.92	580.64	152	152	141	198	215	305	200	34	34	01:20.79	01:21.10	330	354	327	2	2	241	17.6	211	15.4	52	50	48	50	00:00.18	00:00.18	00:00.18	00:00.18	101	102	101	103
73	0:00:00.65	0:00:47.77	73	92	95	92	2	44.13119	44.35819	7.97	588.61	153	153	142	196	215	312	200	33	34	01:21.57	01:21.11	322	354	327	2	2	239	17.8	209	15.6	52	50	48	50	00:00.18	00:00.18	00:00.19	00:00.18	101	102	104	103
74	0:00:00.64	0:00:48.41	74	94	95	92	2	44.95782	44.36612	7.99	596.60	151	153	142	203	215	327	200	34	34	01:20.07	01:21.10	339	354	327	2	2	246	18.1	217	15.8	54	50	46	50	00:00.18	00:00.18	00:00.19	00:00.18	101	102	107	103
75	0:00:00.65	0:00:49.06	75	92	95	92	2	44.98551	44.37433	8.12	604.72	151	153	142	206	215	319	200	35	34	01:20.02	01:21.08	339	354	327	2	2	250	18.3	220	16.1	52	50	48	50	00:00.19	00:00.18	00:00.19	00:00.18	107	102	104	103
76	0:00:00.64	0:00:49.70	76	94	95	92	2	44.50337	44.37599	7.91	612.64	152	153	142	197	215	298	200	34	34	01:20.89	01:21.08	329	354	327	2	2	240	18.6	211	16.3	50	50	50	50	00:00.18	00:00.18	00:00.17	00:00.18	101	102	96	103
77	0:00:00.65	0:00:50.35	77	92	95	92	2	44.36009	44.37578	8.01	620.64	152	153	142	199	215	311	200	34	34	01:21.15	01:21.08	327	354	327	2	2	242	18.8	212	16.5	52	50	48	50	00:00.18	00:00.18	00:00.19	00:00.18	98	102	107	103
78	0:00:00.65	0:00:51.00	78	92	95	92	2	45.40282	44.38887	8.20	628.84	152	153	142	212	215	341	201	36	34	01:19.29	01:21.06	348	354	328	2	2	255	19.0	226	16.7	52	51	48	49	00:00.20	00:00.18	00:00.19	00:00.18	113	102	104	103
79	0:00:00.64	0:00:51.64	79	94	95	92	2	44.57743	44.39121	7.92	636.77	153	153	142	198	215	318	200	34	34	01:20.75	01:21.05	331	354	328	2	2	241	19.3	212	16.9	51	51	49	49	00:00.18	00:00.18	00:00.19	00:00.18	105	102	104	103
80	0:00:00.64	0:00:52.28	80	94	95	92	2	44.50424	44.39259	7.91	644.68	153	153	142	197	215	314	200	34	34	01:20.89	01:21.05	329	354	328	2	2	240	19.5	211	17.1	51	51	49	49	00:00.18	00:00.18	00:00.19	00:00.18	101	102	107	103
81	0:00:00.65	0:00:52.93	81	92	95	92	2	44.22833	44.39058	7.99	652.66	152	153	143	197	215	325	200	34	34	01:21.39	01:21.05	324	354	328	2	2	241	19.8	211	17.3	53	51	47	49	00:00.19	00:00.18	00:00.18	00:00.18	104	102	101	103
82	0:00:00.65	0:00:53.58	82	92	95	92	2	45.17794	44.40013	8.16	660.82	153	153	143	209	215	310	201	35	34	01:19.68	01:21.04	343	354	328	2	2	252	20.0	223	17.6	51	51	49	49	00:00.19	00:00.18	00:00.17	00:00.18	104	102	96	103
83	0:00:00.64	0:00:54.22	83	94	95	92	2	45.33485	44.41116	8.06	668.88	152	153	143	207	215	326	201	35	34	01:19.40	01:21.02	346	354	328	2	2	251	20.3	222	17.8	51	51	49	49	00:00.17	00:00.18	00:00.17	00:00.18	96	102	96	103
84	0:00:00.64	0:00:54.86	84	94	95	92	2	44.72326	44.41480	7.95	676.83	153	153	143	200	215	321	201	34	34	01:20.49	01:21.01	334	354	328	2	2	243	20.5	214	18.0	52	51	48	49	00:00.18	00:00.18	00:00.19	00:00.18	101	102	107	103
85	0:00:00.65	0:00:55.51	85	92	95	92	2	44.16928	44.41193	7.98	684.81	153	153	143	196	215	316	201	33	34	01:21.50	01:21.02	323	354	328	2	2	240	20.8	210	18.2	51	51	49	49	00:00.19	00:00.18	00:00.20	00:00.18	107	102	109	103
86	0:00:00.64	0:00:56.15	86	94	95	92	2	45.01687	44.41882	8.00	692.81	153	153	143	204	215	313	201	35	34	01:19.97	01:21.00	340	354	328	2	2	247	21.0	217	18.4	51	51	49	49	00:00.17	00:00.18	00:00.18	00:00.18	96	102	101	103
87	0:00:00.65	0:00:56.80	87	92	95	92	2	44.40846	44.41870	8.02	700.83	154	154	143	199	215	315	201	34	34	01:21.06	01:21.00	327	354	328	2	2	243	21.2	213	18.6	50	51	50	49	00:00.19	00:00.18	00:00.18	00:00.18	107	102	98	103
88	0:00:00.65	0:00:57.45	88	92	95	92	2	44.62373	44.42102	8.06	708.89	153	154	143	202	215	310	201	34	34	01:20.67	01:21.00	332	354	328	2	2	245	21.5	216	18.9	51	51	49	49	00:00.19	00:00.18	00:00.19	00:00.18	107	102	104	103
89	0:00:00.64	0:00:58.09	89	94	95	92	2	44.94736	44.42682	7.99	716.88	153	154	143	203	215	313	201	34	34	01:20.09	01:20.99	338	354	328	2	2	246	21.7	217	19.1	51	51	49	49	00:00.17	00:00.18	00:00.19	00:00.18	99	102	104	103
90	0:00:00.64	0:00:58.73	90	94	95	92	2	44.63229	44.42906	7.93	724.81	154	154	144	199	215	311	201	34	34	01:20.65	01:20.99	332	354	328	2	2	242	22.0	212	19.3	51	51	49	49	00:00.18	00:00.18	00:00.18	00:00.18	101	102	101	103
91	0:00:00.65	0:00:59.38	91	92	95	92	2	44.81581	44.43329	8.09	732.90	153	154	144	204	215	317	201	35	34	01:20.32	01:20.98	336	354	328	2	2	248	22.2	218	19.5	51	51	49	49	00:00.19	00:00.18	00:00.19	00:00.18	107	102	104	103
92	0:00:00.64	0:01:00.02	92	94	95	92	2	44.94085	44.43871	7.99	740.89	155	155	144	203	215	315	201	34	34	01:20.10	01:20.97	338	354	328	2	2	246	22.5	216	19.7	50	51	50	49	00:00.17	00:00.18	00:00.19	00:00.18	99	102	104	103
93	0:00:00.64	0:01:00.66	93	94	95	92	2	44.82787	44.44281	7.97	748.86	155	155	144	201	215	323	201	34	34	01:20.30	01:20.96	336	354	329	2	2	244	22.7	215	19.9	52	51	48	49	00:00.18	00:00.18	00:00.18	00:00.18	101	102	101	103
94	0:00:00.64	0:01:01.30	94	94	95	92	2	45.65667	44.45549	8.12	756.98	155	155	144	212	215	331	201	36	34	01:18.84	01:20.94	353	354	329	2	2	255	23.0	226	20.2	52	51	48	49	00:00.19	00:00.18	00:00.18	00:00.18	107	102	101	103
