Index	Elapsed time [h:mm:ss.hh]	Elapsed time total [h:mm:ss.hh]	Turns number [Nr]	Cadence [rpm]	Cadence peak [rpm]	Cadence average [rpm]	Circ. pedal velocity [m/s]	Speed [km/h]	Avr speed [km/h]	Distance [m]	Distance total [m]	Heart rate [bpm]	Heart rate peak [bpm]	Heart rate average [bpm]	Force per revolution [N]	Force peak total [N]	Force peak [N]	Avr force [N]	Torque [Nm]	Avr torque [Nm]	Pace/1000m [sec]	Avr pace/1000m [sec]	Power [W]	Power peak [W]	Avr power [W]	Power/Kg [W/Kg]	Avr power/Kg [W/Kg]	Calories [cal]	Calories total [Kcal]	Work [J]	Work total [KJ]	Left leg percent [%]	Total left leg percent [%]	Right leg percent [%]	Total right leg percent [%]	Left time to force peak [mm:ss:00]	Total left time to force peak [mm:ss:00]	Right time to force peak [mm:ss:00]	Total right time to force peak [mm:ss:00]	Left angle to force peak [°]	Total left angle to force peak [°]	Right angle to force peak [°]	Total right angle to force peak [°]
65	0:00:00.77	0:01:00.37	65	78	80	65	1	22.63547	20.54455	4.84	344.52	130	157	138	38	55	55	37	6	6	02:39.04	02:49.29	53	61	45	0	0	86	6.2	41	2.7	50	49	50	51	00:00.30	00:00.23	00:00.32	00:00.22	142	100	148	95
66	0:00:00.76	0:01:01.13	66	79	80	65	1	23.44083	20.58056	4.95	349.47	128	157	138	41	55	61	37	7	6	02:33.57	02:49.05	58	61	45	0	0	88	6.3	44	2.7	53	49	47	51	00:00.31	00:00.23	00:00.19	00:00.22	147	101	90	94
67	0:00:00.77	0:01:01.90	67	78	80	65	1	23.21675	20.61335	4.97	354.44	134	157	138	41	55	60	37	7	6	02:35.06	02:48.85	57	61	45	0	0	88	6.4	44	2.8	49	49	51	51	00:00.00	00:00.23	00:00.19	00:00.22	0	99	88	94
68	0:00:00.76	0:01:02.66	68	79	80	65	1	22.68341	20.63846	4.79	359.22	132	157	137	38	55	59	37	6	6	02:38.70	02:48.71	53	61	45	0	0	85	6.5	40	2.8	46	49	54	51	00:00.31	00:00.23	00:00.20	00:00.22	147	100	95	94
69	0:00:00.77	0:01:03.43	69	78	80	65	1	23.00809	20.66722	4.92	364.15	132	157	137	40	55	61	37	7	6	02:36.46	02:48.54	55	61	45	0	0	87	6.6	43	2.9	49	49	51	51	00:00.30	00:00.23	00:00.20	00:00.22	142	101	92	94
70	0:00:00.76	0:01:04.19	70	79	80	65	1	23.79041	20.70420	5.02	369.17	131	157	137	43	55	77	37	7	6	02:31.32	02:48.29	60	61	45	0	0	90	6.7	46	2.9	59	49	41	51	00:00.17	00:00.23	00:00.19	00:00.22	81	100	90	94
71	0:00:00.76	0:01:04.95	71	79	80	66	1	23.71568	20.73944	5.01	374.17	131	157	137	43	55	64	37	7	6	02:31.79	02:48.06	60	61	46	0	0	90	6.8	46	3.0	57	49	43	51	00:00.17	00:00.23	00:00.19	00:00.22	81	100	90	94
72	0:00:00.76	0:01:05.71	72	79	80	66	1	24.40893	20.78188	5.15	379.33	131	157	137	46	55	65	37	8	6	02:27.48	02:47.75	65	65	46	0	0	93	6.9	49	3.0	51	49	49	51	00:00.18	00:00.23	00:00.19	00:00.21	85	100	90	94
73	0:00:00.74	0:01:06.45	73	81	81	66	1	24.64442	20.82490	5.07	384.39	131	157	137	46	55	76	37	8	6	02:26.07	02:47.44	67	67	46	0	0	92	7.0	49	3.1	52	49	48	51	00:00.16	00:00.23	00:00.18	00:00.21	78	100	88	94
74	0:00:00.75	0:01:07.20	74	80	81	66	1	22.98620	20.84902	4.79	389.18	131	157	137	39	55	55	37	7	6	02:36.61	02:47.30	55	67	46	0	0	85	7.0	41	3.1	50	49	50	51	00:00.17	00:00.22	00:00.20	00:00.21	83	99	95	94
75	0:00:00.74	0:01:07.94	75	81	81	66	1	24.71957	20.89118	5.08	394.26	134	157	137	46	55	76	38	8	6	02:25.63	02:47.00	67	67	46	0	0	92	7.1	50	3.1	56	50	44	50	00:00.17	00:00.22	00:00.32	00:00.22	83	99	156	95
76	0:00:00.74	0:01:08.68	76	81	81	66	1	24.38015	20.92877	5.01	399.27	130	157	137	45	55	66	38	8	6	02:27.66	02:46.74	65	67	47	0	0	91	7.2	48	3.2	55	50	45	50	00:00.18	00:00.22	00:00.33	00:00.22	88	99	161	96
77	0:00:00.74	0:01:09.42	77	81	81	67	1	23.86146	20.96003	4.90	404.18	130	157	137	42	55	62	38	7	6	02:30.87	02:46.53	61	67	47	0	0	88	7.3	45	3.2	49	50	51	50	00:00.18	00:00.22	00:00.20	00:00.22	90	99	95	96
78	0:00:00.73	0:01:10.15	78	82	82	67	1	24.36788	20.99549	4.94	409.12	127	157	137	44	55	71	38	7	6	02:27.73	02:46.29	65	67	47	0	0	89	7.4	47	3.3	58	50	42	50	00:00.17	00:00.22	00:00.32	00:00.22	85	99	156	96
79	0:00:00.74	0:01:10.89	79	81	82	67	1	23.21091	21.01862	4.77	413.89	129	157	136	39	55	63	38	7	6	02:35.09	02:46.15	57	67	47	0	0	85	7.5	42	3.3	54	50	46	50	00:00.17	00:00.22	00:00.31	00:00.22	85	99	147	97
80	0:00:00.73	0:01:11.62	80	82	82	67	1	24.32377	21.05231	4.93	418.82	132	157	136	44	55	84	38	7	6	02:28.00	02:45.93	64	67	47	0	0	89	7.6	47	3.4	58	50	42	50	00:00.18	00:00.22	00:00.18	00:00.22	90	99	88	97
81	0:00:00.74	0:01:12.36	81	81	82	67	1	23.22340	21.07451	4.77	423.60	132	157	136	39	55	64	38	7	6	02:35.01	02:45.80	57	67	47	0	0	85	7.7	42	3.4	47	50	53	50	00:00.18	00:00.22	00:00.29	00:00.22	88	98	141	97
82	0:00:00.75	0:01:13.11	82	80	82	67	1	23.70701	21.10152	4.94	428.54	126	157	136	42	55	70	38	7	6	02:31.85	02:45.63	60	67	47	0	0	89	7.8	45	3.5	50	50	50	50	00:00.17	00:00.22	00:00.19	00:00.22	83	98	90	97
83	0:00:00.74	0:01:13.85	83	81	82	67	1	24.03226	21.13088	4.94	433.48	127	157	136	43	55	59	38	7	6	02:29.79	02:45.44	62	67	48	0	0	89	7.8	46	3.5	50	50	50	50	00:00.00	00:00.22	00:00.20	00:00.22	0	97	95	97
84	0:00:00.73	0:01:14.58	84	82	82	68	1	24.74308	21.16624	5.02	438.49	127	157	136	46	55	72	38	8	6	02:25.49	02:45.19	67	67	48	0	0	91	7.9	49	3.6	53	50	47	50	00:00.17	00:00.22	00:00.20	00:00.22	85	97	97	97
85	0:00:00.74	0:01:15.32	85	81	82	68	1	24.04243	21.19450	4.94	443.44	127	157	136	43	55	64	38	7	6	02:29.73	02:45.01	62	67	48	0	0	89	8.0	46	3.6	54	50	46	50	00:00.17	00:00.22	00:00.31	00:00.22	83	97	151	98
86	0:00:00.73	0:01:16.05	86	82	82	68	1	24.20180	21.22336	4.91	448.34	129	157	136	43	55	73	38	7	6	02:28.74	02:44.82	63	67	48	0	0	89	8.1	46	3.6	55	50	45	50	00:00.16	00:00.21	00:00.33	00:00.22	80	97	161	98
87	0:00:00.73	0:01:16.78	87	82	82	68	1	22.93794	21.23967	4.65	452.99	129	157	136	37	55	56	38	6	6	02:36.94	02:44.74	55	67	48	0	0	83	8.2	40	3.7	53	50	47	50	00:00.00	00:00.21	00:00.32	00:00.22	0	96	156	99
88	0:00:00.74	0:01:17.52	88	81	82	68	1	24.03236	21.26632	4.94	457.93	129	157	136	43	55	65	38	7	6	02:29.79	02:44.57	62	67	48	0	0	89	8.3	46	3.7	53	50	47	50	00:00.18	00:00.21	00:00.32	00:00.22	88	96	156	100
89	0:00:00.75	0:01:18.27	89	80	82	68	1	22.60421	21.27914	4.71	462.64	125	157	135	37	55	59	38	6	6	02:39.26	02:44.51	53	67	48	0	0	83	8.4	39	3.8	53	50	47	50	00:00.28	00:00.21	00:00.34	00:00.22	136	96	161	100
90	0:00:00.74	0:01:19.01	90	81	82	68	1	24.80541	21.31217	5.10	467.74	127	157	135	47	55	74	38	8	7	02:25.12	02:44.28	68	68	48	0	0	93	8.5	50	3.8	56	50	44	50	00:00.18	00:00.21	00:00.33	00:00.23	90	96	156	101
91	0:00:00.73	0:01:19.74	91	82	82	68	1	24.24150	21.33899	4.92	472.66	125	157	135	43	55	58	38	7	7	02:28.50	02:44.11	64	68	49	0	0	89	8.5	46	3.9	53	50	47	50	00:00.17	00:00.21	00:00.32	00:00.23	85	96	156	101
92	0:00:00.74	0:01:20.48	92	81	82	69	1	24.10010	21.36438	4.95	477.61	125	157	135	43	55	64	38	7	7	02:29.37	02:43.95	63	68	49	0	0	89	8.6	46	3.9	52	50	48	50	00:00.15	00:00.21	00:00.33	00:00.23	73	96	161	102
93	0:00:00.73	0:01:21.21	93	82	82	69	1	23.81977	21.38645	4.83	482.44	125	157	135	41	55	66	38	7	7	02:31.13	02:43.81	61	68	49	0	0	87	8.7	44	4.0	50	50	50	50	00:00.17	00:00.21	00:00.20	00:00.23	85	96	97	102
94	0:00:00.73	0:01:21.94	94	82	82	69	1	25.18978	21.42033	5.11	487.55	125	157	135	48	55	85	38	8	7	02:22.91	02:43.57	71	71	49	0	0	94	8.8	52	4.0	55	50	45	50	00:00.17	00:00.21	00:00.28	00:00.23	83	96	140	102
